datetime,machineID,volt,rotate,pressure,vibration
2015-01-01 06:00:00,1,176.217853015625,418.504078221616,113.077935462083,45.0876857639276
2015-01-09 14:00:00,1,161.300645164709,427.997386391055,82.6532533571675,45.0505340521026
2015-01-17 22:00:00,1,204.771699524718,470.209344394091,101.969501725029,39.4598385836498
2015-01-26 06:00:00,1,176.823531474094,499.123068304835,99.7524031996253,31.302918296687
2015-02-03 14:00:00,1,126.889362599019,364.426816018461,81.3643211078607,38.4354716553661
2015-02-11 22:00:00,1,171.698811265769,411.200586498693,87.4148068419795,40.6437510163951
2015-02-20 06:00:00,1,185.767321430669,452.033067577288,90.1698930439973,31.7836327694268
2015-02-28 14:00:00,1,196.911117929718,418.300353814717,91.2191968559748,37.8506800859286
2015-03-08 22:00:00,1,163.252048631022,472.978882041414,103.711664760363,49.5163058610691
2015-03-17 06:00:00,1,186.861829120403,474.949726248142,106.83253411132,35.5136947047706
2015-03-25 14:00:00,1,165.971932171136,421.011403304101,108.285381562779,40.7982806524028
2015-04-02 22:00:00,1,167.797831147069,487.540893945592,92.8108236485507,35.3153827753983
2015-04-11 06:00:00,1,149.506436400865,495.56050328847,93.5677452874551,42.3266832572631
2015-04-19 14:00:00,1,201.731995216269,309.285680407892,79.5525973934549,34.5071614022842
2015-04-27 22:00:00,1,178.216738443929,476.838669205149,82.3111546051141,36.0647153193593
2015-05-06 06:00:00,1,180.90030195125,493.220546686476,94.9371874249663,30.6923296092113
2015-05-14 14:00:00,1,177.693554118441,513.590406765278,95.7923121105567,40.6541888981854
2015-05-22 22:00:00,1,141.168762325489,464.314456169711,128.649477121031,43.8264296079934
2015-05-31 06:00:00,1,166.516347455268,409.523067903455,102.621731896363,42.9069736192789
2015-06-08 14:00:00,1,199.962488074917,433.647946907097,97.7201986291963,38.4139384987914
2015-06-16 22:00:00,1,200.45707739006,499.493057763182,95.4802613648558,42.4420077943711
2015-06-25 06:00:00,1,193.681799598199,481.716872280032,94.9713259935767,43.2085484725654
2015-07-03 14:00:00,1,149.347844822486,415.802589189944,101.735231851652,38.3365852799781
2015-07-11 22:00:00,1,184.701823137862,478.945628515075,129.283967596293,31.1996936417835
2015-07-20 06:00:00,1,164.001373408778,449.370384174006,108.055437832459,40.9769175097092
2015-07-28 14:00:00,1,212.433782012555,384.513066230915,81.8870403483362,42.9251751315895
2015-08-05 22:00:00,1,194.003919119269,420.818844213279,125.28230216344,48.2011512200793
2015-08-14 06:00:00,1,163.139053353864,431.018507788173,88.5478453202532,35.9976565361742
2015-08-22 14:00:00,1,168.793141011953,462.638535003908,90.9739065026852,43.408083219281
2015-08-30 22:00:00,1,153.0499946448,453.917991628149,82.809261626524,38.7542569774252
2015-09-08 06:00:00,1,137.440204066281,360.625564672518,90.5927314370495,45.9569088661667
2015-09-16 14:00:00,1,163.539775287282,461.460770820763,102.196045787018,29.0150092731472
2015-09-24 22:00:00,1,171.500037942089,495.992675879716,105.967398918068,46.0057561717367
2015-10-03 06:00:00,1,181.548237150008,488.456437286561,103.588534860862,31.8297864169681
2015-10-11 14:00:00,1,161.880982460091,465.871570770267,105.947824987679,39.0123101525588
2015-10-19 22:00:00,1,170.548551198037,541.564028026203,105.879616311874,39.6808542261426
2015-10-28 06:00:00,1,159.759494655908,486.651754633788,108.070516362094,48.0769239144648
2015-11-05 14:00:00,1,156.270861466375,365.060991509824,106.848128301279,36.495393407937
2015-11-13 22:00:00,1,153.239626819523,368.68761916199,96.1396685077168,44.5800003902954
2015-11-22 06:00:00,1,155.85982471731,426.731726668403,114.821554659179,42.5123503037126
2015-11-30 14:00:00,1,196.212125785445,455.138961630791,112.020323076059,40.5903137146273
2015-12-08 22:00:00,1,182.58467991629,407.756334465659,114.857933977379,41.0473649287502
2015-12-17 06:00:00,1,172.835841788892,515.794390281561,98.0162346379201,49.1080548151417
2015-12-25 14:00:00,1,191.707714980829,447.890429927598,84.0935767178946,48.8324161822905
2015-01-02 21:00:00,2,175.519710992531,519.346290102561,93.381758198793,44.1590009314439
2015-01-11 05:00:00,2,162.021733547898,397.39753354825,101.587688322396,27.366162311464
2015-01-19 13:00:00,2,149.064667581101,496.370293673765,121.002299191991,35.8984449541925
2015-01-27 21:00:00,2,169.767967064983,474.748195626864,122.716563876175,41.7889966153072
2015-02-05 05:00:00,2,176.866857843,370.02191018535,107.035691525916,36.5112460510919
